"rho","r2","N","k","model",".Rep","er2","aer2","bias","rmse","abias","armse","power","n_ok","n_fail","model_label","power_adjr2","power_gap"
0.3,0.24,60,3,"logistic",1000,0.279225963727089,0.242696133420783,0.0392259637270894,0.103667898256288,0.00269613342078307,0.0960092378772916,0.991,1000,0,"Logistic",0.976220411985075,0.0147795880149253
0.3,0.27,60,3,"logistic",1000,0.311812660514266,0.275305608028876,0.0418126605142663,0.10815929401431,0.00530560802887594,0.0998484731022027,0.999,1000,0,"Logistic",0.988209210440372,0.010790789559628
0.3,0.3,60,3,"logistic",1000,0.344706518977701,0.308175726114994,0.0447065189777012,0.110242318911129,0.00817572611499431,0.101091788006244,0.998,1000,0,"Logistic",0.994345426340838,0.00365457365916189
0.3,0.03,90,3,"logistic",1000,0.0547480293906474,0.0305120993987652,0.0247480293906474,0.043669295815434,0.00051209939876525,0.0359737224889002,0.322,1000,0,"Logistic",0.342389598838934,0.020389598838934
0.3,0.06,90,3,"logistic",1000,0.0842096998723894,0.0599696204997743,0.0242096998723894,0.052818474578758,-3.03795002256775e-05,0.046939869752025,0.63,1000,0,"Logistic",0.62161192768588,0.00838807231411953
0.3,0.09,90,3,"logistic",1000,0.1174655683333,0.0932352457708238,0.0274655683333002,0.0631485369083273,0.0032352457708238,0.0569581430892027,0.825,1000,0,"Logistic",0.827586241624686,0.00258624162468579
0.3,0.12,90,3,"logistic",1000,0.142274152835312,0.118029269620821,0.0222741528353117,0.0662910753072244,-0.0019707303791792,0.062468350870497,0.919,1000,0,"Logistic",0.911698321227586,0.0073016787724145
0.3,0.15,90,3,"logistic",1000,0.177570362973143,0.153323987562425,0.0275703629731426,0.0725674515240011,0.00332398756242516,0.0672171239301887,0.975,1000,0,"Logistic",0.968999626341088,0.00600037365891204
0.3,0.18,90,3,"logistic",1000,0.207131904990768,0.182903448757853,0.0271319049907681,0.0784589444408519,0.00290344875785272,0.0736807211890356,0.992,1000,0,"Logistic",0.98796077552662,0.0040392244733799
0.3,0.21,90,3,"logistic",1000,0.235463492298918,0.211209364610327,0.0254634922989176,0.0778435240587085,0.00120936461032697,0.0735699270073416,0.998,1000,0,"Logistic",0.995357987518782,0.00264201248121843
0.3,0.24,90,3,"logistic",1000,0.269132606037871,0.244874166788444,0.0291326060378711,0.0817653558592673,0.00487416678844381,0.076567124368444,1,1000,0,"Logistic",0.998580399651593,0.00141960034840671
0.3,0.27,90,3,"logistic",1000,0.298102563789555,0.27386501005958,0.0281025637895554,0.0827307598641713,0.00386501005958008,0.0779060806363754,1,1000,0,"Logistic",0.999507464515462,0.000492535484537981
